Time,V1,V2,V3,V5,V6,V7,V8,V9,V13,V15,V16,V18,V19,V20,V22,V23,V24,V25,V26,V28,Amount,Class
130734.84214704196,-0.8254228391528139,-0.5257693757680129,-0.3560893050030952,1.4303035170605551,1.1905768106049834,1.1378152720639372,0.1237918131363553,-0.6283867690721078,-0.4427692294864315,0.6619326607297543,-0.2340439210741793,-0.762846061251929,-0.2956005936368864,0.9468339819858348,2.106603959328989,0.2568837240260245,-0.2062629424188283,-0.1155883035509812,-0.4703440873148801,0.1446625663147474,194.3534194206568,0.0
,1.413105802419571,3.988846230027441,-3.68159303627987,3.6907766578645274,-1.7855371608360908,1.794509211352748,-0.181085154343917,-0.658761724559962,1.529978178931071,-0.4792114111116673,2.4934625690297354,,-2.8020858841943674,0.1064400236917694,-0.6275944322245606,-0.7883008815462236,-2.5066695150824296,1.791748343456995,0.5442221210867639,0.0726383696537988,1.087263333594073,1.0
67858.78476897842,-0.5766923107046482,1.050312513896425,2.011568537898876,0.1419703555083275,-0.913896005065307,0.7042985715157826,-0.3210337499404414,-0.5424158118082687,-1.1965624466281062,-0.0107336374723485,0.4835953005447339,-0.1086529968602696,0.8706745563423763,-0.0605768710938494,-0.0762027344278811,0.2839305907114044,0.425105688324842,-0.067397152982897,0.5050172074275974,0.2794519860710995,2.351327488815561,0.0
48224.42245643287,0.602761524644294,0.3324655743041479,1.797774076579401,0.2966711487361255,-0.0555880764651533,-1.3572430124460284,0.5543955833502175,0.9716943934301658,-2.7887897103888117,-0.0768648979619645,0.0989274508756106,-0.2369052880720821,-0.1451512757445275,-0.1282865059671505,-0.6122693129102182,0.5840632487191554,0.3077998775582459,0.4131280307197655,-0.7776549621265356,0.5289118325723009,11.089660299225608,0.0
169209.05186005012,-2.0380056543071934,2.945403103131362,-2.4319273285029843,0.0460091340515208,-0.5956539277550942,-0.7810754898688574,1.7886051818414253,-0.6933712928317013,0.4641574302442486,-0.0090845943744597,0.5514316559673713,1.2953266449148646,0.3259822258394038,0.2273717834987709,1.0153110935430651,-0.031168083268944,0.196656192089383,-0.2955619529275822,0.2086872237464453,-0.5358127300498345,0.6423259524495035,0.0
94952.12604853124,1.1219156791476483,-0.1088808332358973,-2.851900273820384,0.2571209204105779,-0.6953008646943736,1.3779204872872075,-0.2002332076341784,-0.4762588897099964,1.9528441876723737,-1.7137913084453251,1.6262202965888566,0.8668656461037746,-0.3789483550674433,0.8492681752017094,-0.9833940710348146,-0.0834880071184403,0.322371104276858,-0.4766571683287221,0.3258441774904199,0.0638911235409756,571.9741623337545,1.0
46722.383897380205,-0.3650621665349464,1.3995778382831423,0.6695243608373381,0.2530724810940029,-0.4899550530357509,1.5368010074329317,-0.9960497417647044,0.1714663273357417,0.1006040638075668,0.941441598302924,0.4171385500471816,0.5052597406802748,1.0821184039434666,0.4787545611838308,0.079856336891361,0.6170105238803463,-0.1065638072356543,-0.272228448067818,0.002659368943555,-0.3737073097144709,32.85820688212702,0.0
122536.31839490554,2.2357649113290785,-0.4028590664750536,-1.2340134082823733,-0.5410126586170356,0.3617298529506456,-0.4009491792867895,0.0043697327462711,1.253936596018211,-1.5868752365294114,0.7032223625943859,0.6317550833508772,0.9861523109025764,0.8875623478649124,-0.5230047323917356,-0.8068647429988529,0.4605725867341704,0.6770559487622868,-0.4438740370547521,-0.8057792734181686,-0.1659579160571549,1.0797446674731896,0.0
93741.48129014636,-3.0642467387673267,4.040104081369133,-8.737519033119979,-5.101834325204878,-4.687572284219597,-9.655290236598912,2.1428089848898235,-3.1543662078116106,-1.1029705421840417,0.8217001479469046,-13.102978416895672,-6.951317673655219,2.4279683300818697,1.2871172055482447,0.0580515832677713,-0.2774632595219548,,0.8338387316491992,-0.6492737654076897,1.40579113503427,0.90148524989511,1.0
121069.75014255571,-0.4337682230101115,-0.7700237453625921,0.7851106620620174,-1.019621726632583,-0.2420632216008732,0.4574971755921562,-0.0403133560544531,-2.0543465703557,0.2688753537986368,0.0926953316952798,-0.3909796148325313,0.2885690856831108,-0.645724499163266,-0.8948434925906807,0.0417740812575136,0.2717844809313872,0.0214661521489132,0.09555918180207,0.0057803382077175,-0.1740123134093079,87.91472503874344,0.0
